model_mode,fold,antibiotic_id,antibiotic,n_val_pairs,auc
implicit_species_hypernetwork,1,25,Colistin,7730,0.977574693269376
implicit_species_hypernetwork,1,26,Cotrimoxazol,290,0.8297398431931576
implicit_species_hypernetwork,1,27,Cotrimoxazole,5544,0.8592119052327545
implicit_species_hypernetwork,1,28,Daptomycin,3547,0.7866283470527012
implicit_species_hypernetwork,1,29,Doxycycline,171,0.5871056241426612
implicit_species_hypernetwork,1,30,Ertapenem,7258,0.9322643335082657
implicit_species_hypernetwork,1,31,Erythromycin,3453,0.8873999034305067
implicit_species_hypernetwork,1,32,Fluconazole,74,0.5536231884057972
implicit_species_hypernetwork,1,33,Fosfomycin,6008,0.742001416359992
implicit_species_hypernetwork,1,34,Fusidic acid,2522,0.8700151357632094
implicit_species_hypernetwork,1,35,Gentamicin,8376,0.9194048487476216
implicit_species_hypernetwork,1,36,Gentamicin_high_level,119,0.7853932584269663
implicit_species_hypernetwork,1,37,Imipenem,11492,0.9686200917738358
implicit_species_hypernetwork,1,38,Itraconazole,72,0.6870925684485006
implicit_species_hypernetwork,1,39,Levofloxacin,9073,0.8771698477445941
implicit_species_hypernetwork,1,40,Linezolid,3827,0.8915946582875098
implicit_species_hypernetwork,1,41,Meropenem,9788,0.9452721488840325
implicit_species_hypernetwork,1,42,Meropenem_with_meningitis,27,0.41666666666666663
implicit_species_hypernetwork,1,43,Micafungin,74,0.963235294117647
implicit_species_hypernetwork,1,44,Minocycline,1955,0.8760583967182506
implicit_species_hypernetwork,1,45,Moxifloxacin,159,0.9952116935483872
implicit_species_hypernetwork,1,46,Mupirocin,1683,0.9558899895484813
implicit_species_hypernetwork,1,47,Nitrofurantoin,4222,0.8994566242087877
implicit_species_hypernetwork,1,48,Norfloxacin,4927,0.8576440520028944
implicit_species_hypernetwork,1,49,Oxacillin,3152,0.926192817157154
implicit_species_hypernetwork,1,50,Penicillin,3445,0.9439152519566729
implicit_species_hypernetwork,1,51,Penicillin_with_meningitis,62,0.7786499215070644
implicit_species_hypernetwork,1,52,Penicillin_with_other_infections,62,0.770053475935829
implicit_species_hypernetwork,1,53,Penicillin_with_pneumonia,62,0.8500000000000001
implicit_species_hypernetwork,1,54,Piperacillin,3835,0.927246771039407
implicit_species_hypernetwork,1,55,Piperacillin-Tazobactam,5893,0.8866803538973586
implicit_species_hypernetwork,1,56,Polymyxin B,516,1.0
implicit_species_hypernetwork,1,57,Posaconazole,73,0.6852941176470588
implicit_species_hypernetwork,1,58,Pristinamycin,1304,0.9628718794348925
implicit_species_hypernetwork,1,59,Rifampicin,2366,0.8743183934033781
implicit_species_hypernetwork,1,60,Strepomycin_high_level,14,0.6666666666666667
implicit_species_hypernetwork,1,61,Teicoplanin,2793,0.9243322356384924
implicit_species_hypernetwork,1,62,Tetracycline,3328,0.9073590234593645
implicit_species_hypernetwork,1,63,Ticarcillin,1766,0.911933188615533
implicit_species_hypernetwork,1,64,Tigecycline,3688,0.9930065237371265
implicit_species_hypernetwork,1,65,Tobramycin,9055,0.8935162357713499
implicit_species_hypernetwork,1,66,Vancomycin,4145,0.9542330623306233
implicit_species_hypernetwork,1,67,Voriconazole,73,0.6376811594202898
implicit_species_hypernetwork,2,0,5-Fluorocytosine,58,0.9473684210526316
implicit_species_hypernetwork,2,1,Amikacin,8802,0.8936161760063667
implicit_species_hypernetwork,2,2,Amoxicillin,42,0.9365079365079365
implicit_species_hypernetwork,2,3,Amoxicillin-Clavulanic acid,5820,0.9071185623675625
implicit_species_hypernetwork,2,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,15,0.98
implicit_species_hypernetwork,2,5,Ampicillin,4212,0.9591498288404989
implicit_species_hypernetwork,2,6,Anidulafungin,62,0.5642857142857143
implicit_species_hypernetwork,2,7,Azithromycin,45,0.7355555555555556
implicit_species_hypernetwork,2,8,Aztreonam,4173,0.8502667746227565
implicit_species_hypernetwork,2,9,Benzylpenicillin,142,0.8439849624060151
implicit_species_hypernetwork,2,10,Caspofungin,64,0.9758064516129032
implicit_species_hypernetwork,2,11,Cefazolin,1942,0.9341995636638495
implicit_species_hypernetwork,2,12,Cefepime,9968,0.8799471412838564
implicit_species_hypernetwork,2,13,Cefixime,2913,0.7776615197074361
implicit_species_hypernetwork,2,14,Cefotaxime,3748,0.8801855912543298
implicit_species_hypernetwork,2,15,Cefoxitin,1197,0.9471157918513707
implicit_species_hypernetwork,2,16,Cefpodoxime,1323,0.9137696158151518
implicit_species_hypernetwork,2,17,Ceftazidime,7626,0.8464952917151944
implicit_species_hypernetwork,2,18,Ceftolozane-Tazobactam,21,0.7407407407407407
implicit_species_hypernetwork,2,19,Ceftriaxone,5427,0.8926070515769027
implicit_species_hypernetwork,2,20,Cefuroxime,6671,0.880806592063346
implicit_species_hypernetwork,2,21,Chloramphenicol,1534,0.9487315145334014
implicit_species_hypernetwork,2,22,Ciprofloxacin,12152,0.8715100625756758
implicit_species_hypernetwork,2,23,Clarithromycin,277,0.7560450971665924
implicit_species_hypernetwork,2,24,Clindamycin,3393,0.8828105445235122
implicit_species_hypernetwork,2,25,Colistin,7609,0.9762094818904098
implicit_species_hypernetwork,2,26,Cotrimoxazol,298,0.8532366071428572
implicit_species_hypernetwork,2,27,Cotrimoxazole,5643,0.8620314189255412
implicit_species_hypernetwork,2,28,Daptomycin,3593,0.8946835173038981
implicit_species_hypernetwork,2,29,Doxycycline,166,0.6711590296495957
implicit_species_hypernetwork,2,30,Ertapenem,7205,0.9197076694385629
implicit_species_hypernetwork,2,31,Erythromycin,3507,0.8872655547957946
implicit_species_hypernetwork,2,32,Fluconazole,62,0.9672131147540983
implicit_species_hypernetwork,2,33,Fosfomycin,5901,0.7459349739178291
implicit_species_hypernetwork,2,34,Fusidic acid,2535,0.8538716643413652
implicit_species_hypernetwork,2,35,Gentamicin,8265,0.9111978502244272
implicit_species_hypernetwork,2,36,Gentamicin_high_level,140,0.7550269045596149
implicit_species_hypernetwork,2,37,Imipenem,11485,0.9695053822087614
implicit_species_hypernetwork,2,38,Itraconazole,56,0.5192307692307692
implicit_species_hypernetwork,2,39,Levofloxacin,9167,0.8817069976207323
implicit_species_hypernetwork,2,40,Linezolid,3965,0.9227172995780591
implicit_species_hypernetwork,2,41,Meropenem,9688,0.936483573655368
implicit_species_hypernetwork,2,42,Meropenem_with_meningitis,23,0.4285714285714286
implicit_species_hypernetwork,2,43,Micafungin,62,0.9209039548022598
implicit_species_hypernetwork,2,44,Minocycline,1938,0.8753929514007542
implicit_species_hypernetwork,2,45,Moxifloxacin,175,0.9681470695303969
implicit_species_hypernetwork,2,46,Mupirocin,1653,0.9620621729763004
implicit_species_hypernetwork,2,47,Nitrofurantoin,4235,0.8986483944102711
implicit_species_hypernetwork,2,48,Norfloxacin,5007,0.8688888957547195
implicit_species_hypernetwork,2,49,Oxacillin,3157,0.9134710348413937
implicit_species_hypernetwork,2,50,Penicillin,3495,0.9489153018774847
implicit_species_hypernetwork,2,51,Penicillin_with_meningitis,54,0.6679174484052532
implicit_species_hypernetwork,2,52,Penicillin_with_other_infections,54,0.6170634920634921
implicit_species_hypernetwork,2,53,Penicillin_with_pneumonia,54,0.6730769230769231
implicit_species_hypernetwork,2,54,Piperacillin,3680,0.9259827701190377
implicit_species_hypernetwork,2,55,Piperacillin-Tazobactam,5915,0.8617154297378764
implicit_species_hypernetwork,2,56,Polymyxin B,505,0.9983400267737618
implicit_species_hypernetwork,2,57,Posaconazole,61,0.33333333333333337
implicit_species_hypernetwork,2,58,Pristinamycin,1358,0.9605422972130125
implicit_species_hypernetwork,2,59,Rifampicin,2354,0.8974022040492999
implicit_species_hypernetwork,2,60,Strepomycin_high_level,21,0.673076923076923
implicit_species_hypernetwork,2,61,Teicoplanin,2891,0.9631687658561775
implicit_species_hypernetwork,2,62,Tetracycline,3378,0.9015185305328034
implicit_species_hypernetwork,2,63,Ticarcillin,1676,0.9245919487403731
implicit_species_hypernetwork,2,64,Tigecycline,3713,0.9914511608755712
implicit_species_hypernetwork,2,65,Tobramycin,8954,0.8875125790704576
implicit_species_hypernetwork,2,66,Vancomycin,4271,0.9887316696681245
implicit_species_hypernetwork,2,67,Voriconazole,62,0.2786885245901639
implicit_species_hypernetwork,3,0,Amikacin,8823,0.8838010630339084
implicit_species_hypernetwork,3,1,Amoxicillin,51,0.9145962732919255
implicit_species_hypernetwork,3,2,Amoxicillin-Clavulanic acid,5725,0.9129237089500871
implicit_species_hypernetwork,3,3,Amoxicillin-Clavulanic acid_uncomplicated_HWI,19,0.8714285714285714
implicit_species_hypernetwork,3,4,Ampicillin,4313,0.9567812961243316
implicit_species_hypernetwork,3,5,Anidulafungin,54,0.6964285714285714
implicit_species_hypernetwork,3,6,Azithromycin,40,0.73828125
implicit_species_hypernetwork,3,7,Aztreonam,4371,0.8611969013517062
implicit_species_hypernetwork,3,8,Benzylpenicillin,128,0.8471428571428572
implicit_species_hypernetwork,3,9,Caspofungin,58,0.9320754716981132
implicit_species_hypernetwork,3,10,Cefazolin,1929,0.9365987457385307
implicit_species_hypernetwork,3,11,Cefepime,10035,0.8862738150745708
implicit_species_hypernetwork,3,12,Cefixime,2989,0.7988228173579601
implicit_species_hypernetwork,3,13,Cefotaxime,3940,0.8979609052496219
implicit_species_hypernetwork,3,14,Cefoxitin,1292,0.9609772261571485
implicit_species_hypernetwork,3,15,Cefpodoxime,1199,0.9036403508771931
implicit_species_hypernetwork,3,16,Ceftazidime,7704,0.8559670781893005
implicit_species_hypernetwork,3,17,Ceftolozane-Tazobactam,21,0.8111111111111112
implicit_species_hypernetwork,3,18,Ceftriaxone,5315,0.8979738131811864
implicit_species_hypernetwork,3,19,Cefuroxime,6829,0.8818319789346314
implicit_species_hypernetwork,3,20,Chloramphenicol,1588,0.9524343049212003
implicit_species_hypernetwork,3,21,Ciprofloxacin,12182,0.8683481585715225
implicit_species_hypernetwork,3,22,Clarithromycin,255,0.8280795886429689
implicit_species_hypernetwork,3,23,Clindamycin,3291,0.8850711684380411
implicit_species_hypernetwork,3,24,Colistin,7688,0.9705599926663535
implicit_species_hypernetwork,3,25,Cotrimoxazol,278,0.8976596039329733
implicit_species_hypernetwork,3,26,Cotrimoxazole,5542,0.8544593741860265
implicit_species_hypernetwork,3,27,Daptomycin,3499,0.872589928057554
implicit_species_hypernetwork,3,28,Doxycycline,170,0.75375
implicit_species_hypernetwork,3,29,Ertapenem,7306,0.932293509430914
implicit_species_hypernetwork,3,30,Erythromycin,3406,0.8859944921377912
implicit_species_hypernetwork,3,31,Fluconazole,57,0.7
implicit_species_hypernetwork,3,32,Fosfomycin,6020,0.7353150939380164
implicit_species_hypernetwork,3,33,Fusidic acid,2495,0.8555013340930466
implicit_species_hypernetwork,3,34,Gentamicin,8366,0.9195145425572411
implicit_species_hypernetwork,3,35,Gentamicin_high_level,124,0.8545833333333334
implicit_species_hypernetwork,3,36,Imipenem,11428,0.9664803232878937
implicit_species_hypernetwork,3,37,Itraconazole,51,0.5454545454545454
implicit_species_hypernetwork,3,38,Levofloxacin,9067,0.8802233865814697
implicit_species_hypernetwork,3,39,Linezolid,3828,0.9468029350104823
implicit_species_hypernetwork,3,40,Meropenem,9704,0.9302221993286841
implicit_species_hypernetwork,3,41,Meropenem_with_meningitis,28,0.7043478260869566
implicit_species_hypernetwork,3,42,Meropenem_without_meningitis,21,0.736842105263158
implicit_species_hypernetwork,3,43,Micafungin,54,0.9444444444444445
implicit_species_hypernetwork,3,44,Minocycline,1929,0.8765261744148554
implicit_species_hypernetwork,3,45,Moxifloxacin,173,0.9687645687645687
implicit_species_hypernetwork,3,46,Mupirocin,1616,0.9623125642830076
implicit_species_hypernetwork,3,47,Nitrofurantoin,4211,0.8870557564544613
implicit_species_hypernetwork,3,48,Norfloxacin,4954,0.8626565042718761
implicit_species_hypernetwork,3,49,Oxacillin,3079,0.9264547589249095
implicit_species_hypernetwork,3,50,Penicillin,3455,0.9424625297110417
implicit_species_hypernetwork,3,51,Penicillin_with_meningitis,37,0.8125
implicit_species_hypernetwork,3,52,Penicillin_with_other_infections,37,0.81875
implicit_species_hypernetwork,3,53,Penicillin_with_pneumonia,37,0.9722222222222222
implicit_species_hypernetwork,3,54,Piperacillin,3796,0.9374213385588428
implicit_species_hypernetwork,3,55,Piperacillin-Tazobactam,5768,0.8707071287321746
implicit_species_hypernetwork,3,56,Polymyxin B,524,1.0
implicit_species_hypernetwork,3,57,Posaconazole,51,0.88
implicit_species_hypernetwork,3,58,Pristinamycin,1295,0.9691853072076758
implicit_species_hypernetwork,3,59,Rifampicin,2321,0.8714804722979109
implicit_species_hypernetwork,3,60,Strepomycin_high_level,18,0.5076923076923077
implicit_species_hypernetwork,3,61,Teicoplanin,2790,0.9677352398523986
implicit_species_hypernetwork,3,62,Tetracycline,3294,0.9049592703242938
implicit_species_hypernetwork,3,63,Ticarcillin,1814,0.9282623087364871
implicit_species_hypernetwork,3,64,Tigecycline,3680,0.9946123923072108
implicit_species_hypernetwork,3,65,Tobramycin,8998,0.8904398502057603
implicit_species_hypernetwork,3,66,Vancomycin,4127,0.9629103380695737
implicit_species_hypernetwork,3,67,Voriconazole,56,0.9818181818181818
implicit_species_hypernetwork,4,0,5-Fluorocytosine,63,0.33870967741935487
implicit_species_hypernetwork,4,1,Amikacin,8944,0.8806238608502113
implicit_species_hypernetwork,4,2,Amoxicillin,33,0.8345588235294117
implicit_species_hypernetwork,4,3,Amoxicillin-Clavulanic acid,5677,0.905511671638978
implicit_species_hypernetwork,4,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,13,1.0
implicit_species_hypernetwork,4,5,Ampicillin,4247,0.9586683037064715
implicit_species_hypernetwork,4,6,Anidulafungin,63,0.5379008746355685
implicit_species_hypernetwork,4,7,Azithromycin,40,0.8489010989010989
implicit_species_hypernetwork,4,8,Aztreonam,4324,0.8453043727408975
implicit_species_hypernetwork,4,9,Benzylpenicillin,134,0.9433962264150944
implicit_species_hypernetwork,4,10,Caspofungin,66,0.9112903225806451
implicit_species_hypernetwork,4,11,Cefazolin,1854,0.9185657500141459
implicit_species_hypernetwork,4,12,Cefepime,10036,0.8785103362393152
implicit_species_hypernetwork,4,13,Cefixime,3028,0.7840036080263147
implicit_species_hypernetwork,4,14,Cefotaxime,3898,0.8836571396484925
implicit_species_hypernetwork,4,15,Cefoxitin,1210,0.9559703138039696
implicit_species_hypernetwork,4,16,Cefpodoxime,1277,0.901067718879634
implicit_species_hypernetwork,4,17,Ceftazidime,7747,0.8392857453305467
implicit_species_hypernetwork,4,18,Ceftazidime-Avibactam,7,0.6666666666666667
implicit_species_hypernetwork,4,19,Ceftobiprole,5,1.0
implicit_species_hypernetwork,4,20,Ceftolozane-Tazobactam,13,0.5454545454545454
implicit_species_hypernetwork,4,21,Ceftriaxone,5322,0.8882671837297975
implicit_species_hypernetwork,4,22,Cefuroxime,6755,0.8790257737175848
implicit_species_hypernetwork,4,23,Chloramphenicol,1570,0.9475534690258617
implicit_species_hypernetwork,4,24,Ciprofloxacin,12231,0.8685087477618754
implicit_species_hypernetwork,4,25,Clarithromycin,247,0.7824302134646962
implicit_species_hypernetwork,4,26,Clindamycin,3303,0.8898610540538746
implicit_species_hypernetwork,4,27,Colistin,7746,0.9788572645755975
implicit_species_hypernetwork,4,28,Cotrimoxazol,268,0.8908045977011494
implicit_species_hypernetwork,4,29,Cotrimoxazole,5518,0.8587646811741709
implicit_species_hypernetwork,4,30,Daptomycin,3530,0.9229232525465403
implicit_species_hypernetwork,4,31,Doxycycline,159,0.6762899262899263
implicit_species_hypernetwork,4,32,Ertapenem,7313,0.9211693732154478
implicit_species_hypernetwork,4,33,Erythromycin,3438,0.8911786563690853
implicit_species_hypernetwork,4,34,Fluconazole,62,0.6877192982456141
implicit_species_hypernetwork,4,35,Fosfomycin,6095,0.7386328338416502
implicit_species_hypernetwork,4,36,Fusidic acid,2429,0.8311454955814102
implicit_species_hypernetwork,4,37,Gentamicin,8379,0.9069459184672808
implicit_species_hypernetwork,4,38,Gentamicin_high_level,122,0.7508503401360545
implicit_species_hypernetwork,4,39,Imipenem,11516,0.9657322140369441
implicit_species_hypernetwork,4,40,Itraconazole,58,0.5396825396825398
implicit_species_hypernetwork,4,41,Levofloxacin,9180,0.8787883862599105
implicit_species_hypernetwork,4,42,Linezolid,3850,0.8740576432382277
implicit_species_hypernetwork,4,43,Meropenem,9718,0.9417629096815506
implicit_species_hypernetwork,4,44,Meropenem_with_meningitis,22,0.780952380952381
implicit_species_hypernetwork,4,45,Meropenem_without_meningitis,9,1.0
implicit_species_hypernetwork,4,46,Micafungin,65,0.884180790960452
implicit_species_hypernetwork,4,47,Minocycline,2024,0.8725895316804408
implicit_species_hypernetwork,4,48,Moxifloxacin,195,0.9636617749825297
implicit_species_hypernetwork,4,49,Mupirocin,1632,0.9501668314384578
implicit_species_hypernetwork,4,50,Nitrofurantoin,4312,0.8770533766396276
implicit_species_hypernetwork,4,51,Norfloxacin,5059,0.8651013812253299
implicit_species_hypernetwork,4,52,Oxacillin,3056,0.9102299233736125
implicit_species_hypernetwork,4,53,Penicillin,3443,0.9463300189218562
implicit_species_hypernetwork,4,54,Penicillin_with_meningitis,43,0.7357954545454546
implicit_species_hypernetwork,4,55,Penicillin_with_other_infections,44,0.6984126984126984
implicit_species_hypernetwork,4,56,Penicillin_with_pneumonia,44,0.7282051282051283
implicit_species_hypernetwork,4,57,Piperacillin,3823,0.9201856518307122
implicit_species_hypernetwork,4,58,Piperacillin-Tazobactam,5791,0.8604407582823606
implicit_species_hypernetwork,4,59,Polymyxin B,551,1.0
implicit_species_hypernetwork,4,60,Posaconazole,59,0.5454545454545454
implicit_species_hypernetwork,4,61,Pristinamycin,1401,0.95618269740383
implicit_species_hypernetwork,4,62,Rifampicin,2248,0.8474012843588206
implicit_species_hypernetwork,4,63,Strepomycin_high_level,16,0.65
implicit_species_hypernetwork,4,64,Teicoplanin,2829,0.9360027819277729
implicit_species_hypernetwork,4,65,Tetracycline,3312,0.9039121068004575
implicit_species_hypernetwork,4,66,Ticarcillin,1704,0.9286030808187382
implicit_species_hypernetwork,4,67,Tigecycline,3560,0.9961686026949419
implicit_species_hypernetwork,4,68,Tobramycin,9117,0.878271865735781
implicit_species_hypernetwork,4,69,Vancomycin,4129,0.9750427977500612
implicit_species_hypernetwork,4,70,Voriconazole,65,0.46031746031746035
